State,Temperature_Above_Avg,High_Rainfall,High_Humidity,Insecticide_Use,Health_Facilities_Adequate,Vaccination_Rate_High,High_Population_Density,Mosquito_Net_Coverage_High,Malaria_Outbreak,Malaria_diagnosis
Tamil Nadu,24.5,332.8,70,59.2,56.3,28.6,300,66.7,43.1,The person is affected with Malaria 😷
Tamil Nadu,32.4,165.5,93,60.9,89.4,26.1,1814,3.6,61.6,The person is affected with Malaria 😷
Telangana,21.1,161.3,75,15.4,90.7,11.7,919,30.6,47.3,The person is affected with Malaria 😷
Telangana,20.8,323.6,43,6.9,96.1,35.6,620,29.4,91.3,The person is not affected with Malaria 😊
Telangana,20.6,125.2,41,92.6,1.8,98.9,379,2.1,90.5,The person is affected with Malaria 😷
Telangana,31.7,161.0,78,5.2,44.6,94.0,1735,2.3,45.8,The person is affected with Malaria 😷
Telangana,21.1,106.5,78,93.0,23.3,39.0,2000,75.9,63.9,The person is not affected with Malaria 😊
Telangana,37.2,292.4,96,6.0,97.5,97.8,1739,15.0,72.5,The person is not affected with Malaria 😊
Telangana,37.7,311.0,60,32.6,74.5,78.1,530,28.2,75.0,The person is affected with Malaria 😷
Telangana,29.1,119.1,82,37.8,81.0,91.8,1536,57.0,7.9,The person is affected with Malaria 😷
Telangana,27.0,60.2,99,81.0,70.1,54.9,1669,17.0,59.7,The person is affected with Malaria 😷
Telangana,30.7,207.2,53,90.6,53.3,79.3,580,2.8,56.2,The person is not affected with Malaria 😊
Telangana,25.2,78.6,97,73.3,39.5,7.3,877,44.7,22.9,The person is not affected with Malaria 😊
Telangana,38.8,174.2,45,79.4,19.5,25.2,192,39.0,21.7,The person is affected with Malaria 😷
Telangana,29.4,265.9,43,91.1,39.7,90.8,1925,60.6,59.1,The person is not affected with Malaria 😊
Telangana,35.0,389.3,79,7.2,12.5,54.2,1055,12.0,81.0,The person is affected with Malaria 😷
Telangana,31.6,453.4,77,86.5,96.6,81.3,1400,50.8,12.7,The person is affected with Malaria 😷
Telangana,34.3,117.3,63,79.0,13.2,8.3,673,64.6,71.9,The person is not affected with Malaria 😊
Telangana,26.5,443.8,44,37.7,34.5,54.8,1578,12.5,61.9,The person is affected with Malaria 😷
Telangana,21.7,362.9,63,15.0,22.2,82.3,1998,67.5,34.6,The person is affected with Malaria 😷
Telangana,31.9,342.4,63,70.3,45.3,72.4,670,7.9,14.3,The person is not affected with Malaria 😊
Telangana,37.0,321.9,55,17.4,47.7,71.8,346,97.4,70.6,The person is affected with Malaria 😷
Telangana,26.9,196.1,88,73.4,55.4,90.3,1829,69.9,82.1,The person is affected with Malaria 😷
Telangana,24.9,190.9,63,78.8,43.1,95.8,445,60.7,89.9,The person is affected with Malaria 😷
Telangana,28.1,263.9,67,17.1,4.9,46.0,746,94.8,16.7,The person is affected with Malaria 😷
Telangana,30.6,124.4,60,71.3,64.8,39.3,432,82.8,27.3,The person is affected with Malaria 😷
Telangana,35.0,394.0,56,34.5,74.8,14.4,290,21.9,0.3,The person is not affected with Malaria 😊
Telangana,36.7,60.7,43,6.8,91.6,19.4,1325,17.3,58.6,The person is affected with Malaria 😷
Telangana,23.6,402.7,70,54.0,25.8,63.3,1451,55.1,20.1,The person is not affected with Malaria 😊
Telangana,21.6,439.9,45,55.4,34.0,43.6,1383,28.8,86.2,The person is not affected with Malaria 😊
Telangana,27.4,210.4,49,72.4,83.2,61.5,117,90.4,37.3,The person is not affected with Malaria 😊
Telangana,21.9,54.5,86,43.3,75.4,91.1,1283,15.7,58.6,The person is not affected with Malaria 😊
Telangana,35.5,273.4,55,73.4,99.0,78.1,1178,65.2,73.3,The person is affected with Malaria 😷
Telangana,40.0,493.1,50,74.1,44.3,92.4,1146,74.9,32.4,The person is not affected with Malaria 😊
Telangana,24.4,297.5,59,19.1,13.9,13.9,1404,19.8,65.0,The person is affected with Malaria 😷
Telangana,26.4,148.3,98,83.7,57.4,49.8,284,70.2,43.2,The person is affected with Malaria 😷
Telangana,31.5,319.6,61,60.7,52.8,18.9,100,29.3,1.3,The person is not affected with Malaria 😊
Telangana,39.6,267.7,55,96.3,75.8,86.3,1210,53.5,28.8,The person is not affected with Malaria 😊
Telangana,25.7,447.9,60,7.7,86.5,97.3,105,32.7,68.1,The person is affected with Malaria 😷
Telangana,33.2,461.2,41,37.3,39.7,31.4,609,43.5,19.0,The person is not affected with Malaria 😊
Telangana,37.6,472.7,67,52.8,61.0,24.2,406,34.3,48.1,The person is not affected with Malaria 😊
Telangana,39.9,229.2,67,68.1,6.5,89.8,551,13.5,53.7,The person is affected with Malaria 😷
Telangana,23.9,424.3,84,78.5,41.2,42.7,1534,70.6,6.5,The person is not affected with Malaria 😊
Telangana,32.6,293.6,79,56.2,94.4,61.2,663,53.1,39.3,The person is affected with Malaria 😷
Telangana,38.9,221.9,75,5.4,99.0,6.6,502,58.6,58.7,The person is not affected with Malaria 😊
Telangana,27.9,54.3,86,42.7,20.2,0.3,129,82.8,64.4,The person is not affected with Malaria 😊
Telangana,22.5,69.2,65,4.8,8.1,15.2,748,13.7,14.3,The person is not affected with Malaria 😊
Telangana,20.2,457.7,67,10.6,65.5,55.9,1531,62.1,38.6,The person is not affected with Malaria 😊
Telangana,23.8,118.8,52,58.2,15.9,11.7,1036,95.8,2.5,The person is not affected with Malaria 😊
Telangana,38.2,379.3,69,23.4,59.1,45.1,1271,44.5,60.4,The person is not affected with Malaria 😊
Telangana,35.4,105.6,84,10.5,78.2,88.2,401,1.4,28.1,The person is affected with Malaria 😷
Telangana,29.8,69.0,72,69.8,55.2,34.3,465,8.6,5.4,The person is not affected with Malaria 😊
Telangana,26.4,307.7,93,38.2,50.8,97.1,1091,8.1,10.6,The person is not affected with Malaria 😊
Telangana,39.0,366.9,75,43.4,20.2,14.4,817,73.3,10.2,The person is not affected with Malaria 😊
Telangana,25.7,184.8,85,24.6,14.9,24.0,497,66.4,70.6,The person is not affected with Malaria 😊
Telangana,32.2,466.8,87,42.4,46.9,18.3,1936,19.1,55.0,The person is not affected with Malaria 😊
Telangana,29.6,149.3,80,79.4,72.7,51.9,1353,39.3,70.6,The person is affected with Malaria 😷
Telangana,26.6,212.8,79,14.8,0.3,61.4,1592,12.2,65.6,The person is not affected with Malaria 😊
Telangana,34.2,92.9,42,27.1,6.5,56.5,1795,74.5,60.4,The person is not affected with Malaria 😊
Telangana,31.2,247.5,91,66.6,39.2,31.4,597,90.8,72.7,The person is affected with Malaria 😷
Telangana,37.9,407.2,65,47.6,75.9,97.3,1951,17.3,96.7,The person is not affected with Malaria 😊
Telangana,25.5,379.1,80,77.6,48.5,8.9,1100,6.6,80.2,The person is affected with Malaria 😷
Telangana,35.5,433.8,81,75.9,52.0,35.5,1663,86.8,4.8,The person is not affected with Malaria 😊
Telangana,25.0,209.5,90,44.3,4.4,50.1,1802,49.1,65.7,The person is not affected with Malaria 😊
Telangana,30.7,306.4,97,65.8,30.6,24.9,1526,8.9,14.1,The person is affected with Malaria 😷
Telangana,25.1,273.2,61,29.7,3.8,27.6,213,79.2,42.5,The person is affected with Malaria 😷
Telangana,26.4,316.6,68,82.2,42.4,34.5,1328,54.8,64.0,The person is affected with Malaria 😷
Telangana,29.2,50.8,74,97.0,49.0,26.1,560,72.1,0.9,The person is not affected with Malaria 😊
Telangana,21.7,337.2,87,41.7,33.4,34.1,277,58.2,6.0,The person is not affected with Malaria 😊
Telangana,33.1,443.4,70,28.4,93.6,15.5,811,3.8,31.7,The person is not affected with Malaria 😊
Telangana,37.1,214.1,66,8.5,75.5,11.1,1857,49.9,13.5,The person is affected with Malaria 😷
Telangana,27.2,197.9,90,10.9,26.6,9.1,698,35.4,84.8,The person is not affected with Malaria 😊
Telangana,36.3,330.7,82,25.5,73.0,11.0,476,38.8,17.7,The person is not affected with Malaria 😊
Telangana,36.1,188.9,64,45.9,97.4,20.2,542,53.1,95.6,The person is affected with Malaria 😷
Telangana,37.7,136.3,81,75.9,61.2,60.0,540,94.8,15.0,The person is affected with Malaria 😷
Telangana,20.7,266.2,59,79.6,38.5,37.5,270,51.5,35.1,The person is affected with Malaria 😷
Telangana,20.6,344.1,99,84.3,11.7,89.1,1944,66.4,41.9,The person is affected with Malaria 😷
Telangana,39.0,250.2,47,41.9,13.2,14.2,1675,83.8,12.8,The person is not affected with Malaria 😊
Telangana,33.4,111.4,51,81.9,39.4,69.8,919,92.7,77.0,The person is not affected with Malaria 😊
Telangana,32.1,425.1,94,41.0,19.7,99.3,1117,23.5,80.9,The person is affected with Malaria 😷
Telangana,29.1,315.8,93,6.8,59.9,16.7,1847,76.2,53.6,The person is not affected with Malaria 😊
Telangana,31.5,136.4,88,81.3,51.7,56.4,1017,90.9,30.2,The person is affected with Malaria 😷
Telangana,31.4,484.4,45,29.0,18.3,22.1,1709,47.5,53.2,The person is not affected with Malaria 😊
Telangana,29.2,362.1,84,72.9,4.6,44.4,1274,13.6,96.0,The person is not affected with Malaria 😊
Telangana,20.2,131.2,45,94.5,73.3,42.5,649,24.9,26.4,The person is affected with Malaria 😷
Telangana,37.7,409.8,62,45.7,39.5,91.7,1936,62.9,77.8,The person is not affected with Malaria 😊
Telangana,28.2,429.3,69,71.5,6.2,67.1,830,51.8,16.2,The person is affected with Malaria 😷
Telangana,24.9,393.8,82,72.3,66.7,80.7,975,86.2,4.8,The person is not affected with Malaria 😊
Telangana,21.4,263.2,54,50.5,45.6,51.2,1874,1.8,16.7,The person is affected with Malaria 😷
Telangana,27.6,308.6,64,23.8,52.0,51.4,1984,69.6,53.7,The person is affected with Malaria 😷
Telangana,31.4,71.6,69,53.4,88.0,75.3,1716,39.1,38.5,The person is not affected with Malaria 😊
Telangana,31.8,465.2,73,9.2,42.7,5.7,898,51.3,65.7,The person is not affected with Malaria 😊
Telangana,31.4,422.3,73,96.0,52.3,87.8,908,19.2,47.6,The person is not affected with Malaria 😊
Telangana,39.5,250.8,74,65.4,88.6,29.4,1037,76.3,3.8,The person is not affected with Malaria 😊
Telangana,32.0,404.5,54,56.0,51.7,56.5,149,18.1,46.0,The person is not affected with Malaria 😊
Telangana,24.1,311.3,56,40.0,30.3,29.1,201,78.6,27.9,The person is not affected with Malaria 😊
Telangana,37.8,137.9,57,41.4,24.8,98.3,214,88.0,24.3,The person is not affected with Malaria 😊
Telangana,26.9,312.3,61,12.7,8.0,26.1,441,46.3,87.6,The person is not affected with Malaria 😊
Telangana,20.9,438.0,49,95.7,31.4,11.2,1712,87.7,94.9,The person is affected with Malaria 😷
Tripura,22.4,107.2,53,7.3,9.4,74.7,154,9.9,96.3,The person is affected with Malaria 😷
Tripura,27.7,421.8,43,29.9,7.7,26.7,843,23.6,55.6,The person is affected with Malaria 😷
Tripura,37.7,324.3,68,18.7,15.1,73.3,1793,4.6,1.6,The person is affected with Malaria 😷
Tripura,24.6,327.8,91,59.6,72.3,50.2,1960,28.3,37.2,The person is not affected with Malaria 😊
Tripura,34.3,323.3,98,76.2,55.9,71.3,556,45.1,97.7,The person is not affected with Malaria 😊
Tripura,35.6,255.7,43,47.7,62.0,56.0,1031,84.3,62.6,The person is affected with Malaria 😷
Tripura,26.8,242.1,65,78.3,14.2,98.1,321,14.0,53.3,The person is not affected with Malaria 😊
Tripura,30.0,172.0,72,44.5,77.3,88.8,1037,77.7,96.9,The person is not affected with Malaria 😊
Tripura,37.4,311.1,54,19.0,32.2,70.7,1982,66.6,92.4,The person is affected with Malaria 😷
Tripura,37.8,154.6,76,16.5,54.5,68.4,513,64.3,49.4,The person is not affected with Malaria 😊
Tripura,33.0,440.6,97,16.1,94.0,10.6,1028,13.4,86.0,The person is affected with Malaria 😷
Tripura,29.0,190.1,73,53.6,69.8,75.6,1987,2.7,86.9,The person is affected with Malaria 😷
Tripura,27.6,396.0,94,95.0,17.4,67.4,863,55.5,9.9,The person is affected with Malaria 😷
Tripura,23.9,445.6,50,73.6,15.8,41.1,233,77.8,74.3,The person is affected with Malaria 😷
Tripura,23.0,312.5,54,94.1,33.0,63.4,1204,89.9,99.8,The person is affected with Malaria 😷
Tripura,29.6,483.7,94,2.1,38.4,16.4,1622,62.8,6.1,The person is not affected with Malaria 😊
Tripura,36.4,393.2,56,44.9,22.9,77.9,337,54.1,93.3,The person is affected with Malaria 😷
Tripura,22.5,421.1,86,33.2,57.7,47.9,1294,67.5,71.8,The person is not affected with Malaria 😊
Tripura,22.2,469.8,63,56.3,35.5,20.4,1918,58.7,97.8,The person is not affected with Malaria 😊
Tripura,36.3,278.0,62,93.5,5.7,73.2,1998,26.0,18.3,The person is not affected with Malaria 😊
Tripura,37.1,174.7,78,19.0,64.4,21.4,283,45.5,38.0,The person is affected with Malaria 😷
Tripura,30.0,130.3,82,23.4,73.3,43.7,1430,77.6,42.8,The person is affected with Malaria 😷
Tripura,31.8,93.6,88,27.3,47.4,52.8,1137,77.2,38.3,The person is affected with Malaria 😷
Tripura,38.3,149.1,53,8.4,68.1,53.8,1936,5.4,54.3,The person is affected with Malaria 😷
Tripura,32.5,428.7,91,72.6,43.9,94.0,347,56.7,78.7,The person is affected with Malaria 😷
Tripura,22.4,427.2,81,73.5,53.9,24.6,1557,48.8,13.0,The person is affected with Malaria 😷
Tripura,22.5,65.7,57,15.2,20.1,47.3,232,47.7,90.1,The person is not affected with Malaria 😊
Tripura,32.0,210.3,46,19.6,55.3,34.4,1524,14.2,51.9,The person is not affected with Malaria 😊
Tripura,33.5,217.5,70,59.9,19.0,32.4,921,20.4,28.5,The person is affected with Malaria 😷
Tripura,28.4,365.4,98,90.8,98.9,59.1,439,45.6,32.2,The person is not affected with Malaria 😊
Tripura,32.9,126.5,86,57.2,19.8,89.8,1434,3.0,76.2,The person is not affected with Malaria 😊
Tripura,36.3,233.7,87,71.0,99.2,92.0,1764,19.2,99.8,The person is affected with Malaria 😷
Tripura,23.3,393.3,87,60.4,59.2,66.9,1310,84.8,13.5,The person is not affected with Malaria 😊
Tripura,31.5,403.8,95,31.3,65.3,59.5,1032,41.9,22.3,The person is not affected with Malaria 😊
Tripura,23.1,93.0,75,97.2,84.3,30.7,432,29.1,94.7,The person is not affected with Malaria 😊
Tripura,34.6,358.8,58,5.8,2.1,53.8,957,78.5,90.1,The person is not affected with Malaria 😊
Tripura,27.3,240.2,43,16.7,70.6,37.9,856,71.3,79.1,The person is not affected with Malaria 😊
Tripura,24.2,285.7,91,70.6,12.5,94.1,1353,9.9,59.2,The person is affected with Malaria 😷
Tripura,22.9,308.1,65,38.3,32.0,72.9,1259,27.5,14.1,The person is affected with Malaria 😷
Tripura,25.7,210.0,90,30.2,67.0,24.5,1351,30.1,47.2,The person is not affected with Malaria 😊
Tripura,21.2,332.1,90,59.9,95.9,67.2,497,39.5,87.5,The person is affected with Malaria 😷
Tripura,32.9,190.4,77,85.3,98.9,26.7,1028,55.7,63.2,The person is affected with Malaria 😷
Tripura,27.4,111.6,45,63.3,70.9,5.2,1223,86.5,14.4,The person is not affected with Malaria 😊
Tripura,25.4,171.5,81,91.1,76.8,10.5,1926,20.2,11.3,The person is affected with Malaria 😷
Tripura,32.1,269.8,43,87.7,85.3,3.5,1281,34.3,28.2,The person is affected with Malaria 😷
Tripura,22.0,209.0,53,78.5,58.9,28.4,716,34.1,24.3,The person is not affected with Malaria 😊
Tripura,20.1,139.0,73,43.5,87.5,4.4,1793,27.4,68.0,The person is affected with Malaria 😷
Tripura,34.3,229.1,96,51.8,97.7,58.4,724,80.6,63.6,The person is not affected with Malaria 😊
Tripura,28.7,200.8,92,72.7,85.6,67.3,452,35.3,86.0,The person is not affected with Malaria 😊
Tripura,38.8,67.2,97,80.4,45.5,13.4,1570,76.6,38.3,The person is affected with Malaria 😷
Tripura,27.9,138.7,71,66.2,90.3,99.9,152,75.9,56.8,The person is not affected with Malaria 😊
Tripura,25.1,409.9,71,60.0,25.9,86.1,1828,77.8,95.6,The person is not affected with Malaria 😊
Tripura,31.7,142.4,99,30.3,87.3,9.8,1535,21.0,55.2,The person is affected with Malaria 😷
Tripura,26.2,133.8,92,74.8,51.5,24.2,1796,78.7,29.7,The person is not affected with Malaria 😊
Tripura,30.8,157.9,92,3.9,40.4,88.8,1071,7.8,55.0,The person is affected with Malaria 😷
Tripura,35.7,136.0,42,7.6,85.5,91.6,813,90.9,96.6,The person is not affected with Malaria 😊
Tripura,22.7,357.4,44,32.9,33.4,24.2,1907,5.2,68.7,The person is affected with Malaria 😷
Tripura,33.1,436.7,77,94.1,75.0,11.6,556,70.2,17.5,The person is not affected with Malaria 😊
Tripura,32.5,136.9,100,90.2,25.3,93.1,550,52.2,5.4,The person is not affected with Malaria 😊
Tripura,35.3,459.1,81,29.4,26.4,97.1,1816,38.7,28.7,The person is affected with Malaria 😷
Tripura,23.0,162.3,88,5.6,24.9,10.2,1808,58.6,83.1,The person is not affected with Malaria 😊
Tripura,27.7,303.9,65,93.8,36.4,80.8,251,39.5,30.5,The person is affected with Malaria 😷
Tripura,28.7,377.3,80,6.8,12.1,71.5,1559,78.9,86.6,The person is affected with Malaria 😷
Tripura,31.0,428.4,70,79.8,5.9,71.4,878,5.3,40.8,The person is affected with Malaria 😷
Tripura,31.6,192.9,99,17.0,13.9,88.7,703,24.1,34.8,The person is not affected with Malaria 😊
Tripura,38.7,379.0,64,33.2,63.9,50.0,871,20.9,5.1,The person is affected with Malaria 😷
Tripura,37.6,185.0,71,2.6,36.7,24.6,1818,43.4,18.2,The person is not affected with Malaria 😊
Tripura,27.1,256.6,66,57.7,98.4,67.7,1803,27.2,31.0,The person is affected with Malaria 😷
Tripura,25.2,342.1,71,30.5,53.5,24.9,560,98.3,64.8,The person is affected with Malaria 😷
Tripura,39.7,63.8,95,53.1,26.8,68.9,1366,22.0,99.4,The person is affected with Malaria 😷
Tripura,24.5,74.6,66,21.7,41.2,95.2,1247,44.3,38.4,The person is affected with Malaria 😷
Tripura,21.1,53.0,70,70.8,33.2,55.1,638,98.1,81.7,The person is not affected with Malaria 😊
Tripura,22.9,268.4,51,40.0,84.9,49.0,1286,94.7,6.4,The person is affected with Malaria 😷
Uttar Pradesh,28.3,144.6,71,42.2,33.8,84.8,262,65.8,71.1,The person is not affected with Malaria 😊
Uttar Pradesh,22.7,355.0,73,92.9,44.9,18.1,1733,37.9,1.7,The person is not affected with Malaria 😊
Uttar Pradesh,33.0,225.2,53,56.9,51.5,42.3,539,13.8,75.3,The person is affected with Malaria 😷
Uttar Pradesh,32.1,333.0,77,26.5,21.2,29.3,305,7.5,33.8,The person is affected with Malaria 😷
Uttar Pradesh,25.8,106.0,87,99.7,85.6,99.9,1232,11.9,17.0,The person is not affected with Malaria 😊
Uttar Pradesh,25.4,117.9,99,34.0,11.0,60.6,713,45.6,61.8,The person is not affected with Malaria 😊
Uttar Pradesh,27.9,484.5,66,81.8,48.6,90.6,1890,53.1,6.8,The person is affected with Malaria 😷
Uttar Pradesh,29.3,167.8,62,85.6,13.3,40.4,1944,48.8,36.2,The person is affected with Malaria 😷
Uttar Pradesh,21.0,338.3,78,8.1,64.6,10.9,1455,56.8,25.0,The person is not affected with Malaria 😊
Uttar Pradesh,28.6,464.1,58,64.0,2.3,56.2,242,89.9,61.2,The person is affected with Malaria 😷
Uttar Pradesh,21.9,497.2,55,10.7,30.2,15.0,123,65.1,76.4,The person is not affected with Malaria 😊
Uttar Pradesh,38.5,414.2,88,90.8,94.3,46.9,470,69.0,42.0,The person is not affected with Malaria 😊
Uttar Pradesh,22.0,467.8,60,75.1,62.7,65.2,141,48.7,8.0,The person is not affected with Malaria 😊
Uttar Pradesh,36.9,245.2,68,21.5,93.5,52.1,1689,2.0,9.9,The person is not affected with Malaria 😊
Uttar Pradesh,24.8,212.8,60,72.2,15.9,22.8,367,23.3,64.2,The person is not affected with Malaria 😊
Uttar Pradesh,34.1,257.0,67,64.0,58.1,88.4,1827,98.1,31.8,The person is affected with Malaria 😷
Uttar Pradesh,26.7,448.7,41,6.1,48.1,27.2,170,81.2,49.6,The person is not affected with Malaria 😊
Uttar Pradesh,20.3,395.1,62,26.3,38.6,83.6,680,55.0,2.2,The person is affected with Malaria 😷
Uttar Pradesh,23.1,294.0,48,85.8,56.4,75.3,1624,44.3,12.3,The person is affected with Malaria 😷
Uttar Pradesh,39.2,236.3,78,13.5,96.4,59.5,1059,99.9,99.5,The person is affected with Malaria 😷
Uttar Pradesh,22.0,473.9,99,12.4,93.1,50.2,1440,44.5,42.6,The person is not affected with Malaria 😊
Uttar Pradesh,30.0,343.3,90,18.9,72.4,69.1,1567,87.3,64.8,The person is affected with Malaria 😷
Uttar Pradesh,24.4,328.4,64,88.9,62.1,50.9,1057,37.8,12.2,The person is not affected with Malaria 😊
Uttar Pradesh,27.1,53.6,77,50.9,14.9,81.7,682,15.3,16.8,The person is affected with Malaria 😷
Uttar Pradesh,20.5,181.5,46,30.5,18.4,70.5,872,67.7,38.4,The person is affected with Malaria 😷
Uttar Pradesh,26.1,88.4,50,4.1,37.7,93.6,1948,85.2,94.7,The person is affected with Malaria 😷
Uttar Pradesh,27.1,288.8,87,47.2,19.4,17.2,1463,48.8,89.5,The person is not affected with Malaria 😊
Uttar Pradesh,28.0,198.9,84,81.4,15.0,27.0,985,68.5,92.3,The person is affected with Malaria 😷
Uttar Pradesh,29.4,267.4,72,1.4,82.0,1.5,655,87.1,84.1,The person is affected with Malaria 😷
Uttar Pradesh,23.6,456.9,95,31.5,11.7,88.1,385,73.2,53.8,The person is affected with Malaria 😷
Uttar Pradesh,37.2,321.5,100,18.2,31.5,49.3,1300,22.5,6.2,The person is not affected with Malaria 😊
Uttar Pradesh,27.0,332.5,75,64.2,20.2,1.5,1771,36.5,74.4,The person is not affected with Malaria 😊
Uttar Pradesh,32.0,351.8,94,83.8,20.4,22.0,873,47.5,77.9,The person is not affected with Malaria 😊
Uttar Pradesh,21.9,462.6,87,29.3,9.9,55.6,1725,73.8,34.0,The person is affected with Malaria 😷
Uttar Pradesh,26.4,252.4,70,23.3,4.0,68.7,1554,63.1,6.0,The person is affected with Malaria 😷
Uttar Pradesh,20.1,373.4,41,6.9,81.0,81.0,1162,20.7,75.3,The person is not affected with Malaria 😊
Uttar Pradesh,28.3,135.7,59,88.6,91.1,29.0,859,72.9,92.6,The person is affected with Malaria 😷
Uttar Pradesh,26.8,475.3,54,50.2,30.6,50.9,279,43.1,47.9,The person is affected with Malaria 😷
Uttar Pradesh,40.0,112.5,52,61.8,55.9,24.6,567,98.0,60.1,The person is affected with Malaria 😷
Uttar Pradesh,33.7,210.9,66,64.9,65.7,48.8,1441,0.4,70.0,The person is not affected with Malaria 😊
Uttar Pradesh,35.0,231.7,43,19.7,60.9,57.9,613,53.8,8.5,The person is affected with Malaria 😷
Uttar Pradesh,25.5,135.4,58,3.2,94.1,56.6,640,56.5,64.2,The person is affected with Malaria 😷
Uttar Pradesh,20.2,134.5,69,66.2,1.8,33.4,785,78.1,24.6,The person is not affected with Malaria 😊
